,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Total_Stops,Price,Month,Day,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Total_Duration_hr
942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,12,5,4,0,6,50,2.83
943,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12898,5,21,19,15,12,35,17.33
944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3419,5,15,1,30,4,15,2.75
945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8033,3,15,21,20,0,15,2.92
946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,27992,1,3,5,45,19,10,13.42
947,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13941,12,5,21,10,10,5,12.92
948,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,14388,5,21,18,55,4,40,9.75
949,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,12,5,18,55,16,20,21.42
950,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,11600,3,3,6,40,22,20,15.67
951,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,5277,6,6,22,5,0,25,2.33
952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10262,3,6,14,0,4,25,14.42
953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6144,3,3,4,0,6,50,2.83
954,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12898,3,6,21,50,4,25,6.58
955,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13941,12,5,6,30,4,40,22.17
956,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12373,5,18,14,0,4,25,14.42
957,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3841,3,4,17,10,19,40,2.5
958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,10697,5,18,8,20,7,55,23.58
959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,26890,1,3,11,40,0,45,13.08
960,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2175,1,6,13,15,14,45,1.5
961,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9476,5,27,23,30,4,35,5.08
962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3100,5,24,21,5,22,25,1.33
963,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10368,6,15,5,30,4,25,22.92
964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2017,5,18,22,45,0,15,1.5
965,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3841,4,15,6,55,9,30,2.58
966,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10493,5,21,5,55,19,15,37.33
967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5126,9,3,5,45,8,35,2.83
968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,6,18,23,30,2,20,2.83
969,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,11552,6,3,7,5,19,15,36.17
970,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7934,3,21,10,0,19,15,9.25
971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,6092,1,3,15,0,16,25,1.42
972,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10112,12,6,23,30,4,35,5.08
973,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,6627,9,3,7,5,9,20,2.25
974,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,11507,3,6,21,25,12,35,15.17
975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,26890,1,3,22,50,0,45,25.92
976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,13817,12,3,5,45,11,25,5.67
977,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13364,1,4,21,10,4,40,7.5
978,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,9187,6,6,17,0,10,45,17.75
979,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,5277,9,5,22,5,0,25,2.33
980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,13492,12,3,0,30,8,45,8.25
981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,5162,12,6,6,50,10,30,3.67
982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5897,9,6,7,0,12,55,5.92
983,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,5510,3,6,14,15,16,45,2.5
984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,17261,6,3,16,55,10,25,17.5
985,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7485,5,21,11,40,1,30,13.83
986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,4667,6,21,11,40,13,55,2.25
987,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,14151,5,15,20,25,18,0,21.58
988,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7048,5,27,16,0,1,30,9.5
989,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12557,3,21,19,45,4,25,8.67
990,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,15965,6,15,15,5,1,30,10.42
991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,11791,3,3,11,5,22,10,35.08
992,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,8291,3,3,7,5,21,20,14.25
993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4990,4,21,16,55,19,55,3.0
994,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,9135,12,5,17,0,18,50,25.83
995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4409,12,4,22,50,1,20,2.5
996,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,21,20,0,4,40,8.67
997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10407,5,27,9,0,19,0,10.0
998,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9315,5,27,7,30,19,0,11.5
999,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,9663,5,24,21,10,4,40,7.5
1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,9264,3,21,18,35,1,35,7.0
1001,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3597,5,15,9,45,12,0,2.25
1002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6442,6,24,5,5,12,10,7.08
1003,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15078,9,5,17,30,1,30,8.0
1004,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,6218,1,5,18,5,23,30,5.42
1005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10262,12,6,13,0,12,35,23.58
1006,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,13677,9,3,19,0,1,35,6.58
1007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,8016,6,24,7,10,10,10,3.0
1008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10262,3,6,17,30,12,35,19.08
1009,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3873,6,27,6,55,9,30,2.58
1010,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,4812,6,27,8,45,13,15,4.5
1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2017,5,15,22,45,0,15,1.5
1012,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4462,3,21,20,25,23,5,2.67
1013,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10231,6,15,5,0,7,40,26.67
1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,6383,3,21,10,30,22,55,12.42
1015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,11989,6,24,17,15,7,40,14.42
1016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7303,3,24,18,55,21,45,2.83
1017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7229,4,21,18,55,22,0,3.08
1018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,4995,6,21,8,45,10,15,1.5
1019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7408,6,15,13,0,21,0,8.0
1020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,14960,5,15,16,45,12,30,19.75
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4482,3,24,23,25,2,10,2.75
1022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6442,1,6,6,50,16,10,9.33
1023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6144,12,5,8,20,11,20,3.0
1024,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,15129,5,27,9,40,12,35,26.92
1025,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10231,5,21,22,0,19,15,21.25
1026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4823,3,4,20,0,22,50,2.83
1027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4823,9,6,8,30,11,20,2.83
1028,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12898,5,21,11,30,4,25,16.92
1029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,5678,1,5,19,35,21,5,1.5
1030,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,14483,9,3,5,55,7,40,25.75
1031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2228,5,15,19,35,21,5,1.5
1032,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,8018,6,15,13,15,22,30,9.25
1033,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,15136,6,3,9,55,21,0,11.08
1034,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5583,4,24,15,45,22,5,6.33
1035,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13381,12,6,14,25,19,15,28.83
1036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,7932,3,15,6,55,10,50,27.92
1037,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7757,9,5,20,0,8,15,12.25
1038,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13029,5,18,5,30,4,25,22.92
1039,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3841,9,6,6,55,9,30,2.58
1040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10216,3,3,13,20,16,10,2.83
1041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3100,5,21,21,5,22,25,1.33
1042,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,8245,3,21,17,15,19,15,26.0
1043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,14594,1,3,11,5,19,50,8.75
1044,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,14237,1,6,18,25,12,35,18.17
1045,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,13164,5,21,8,20,23,15,14.92
1046,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,14924,9,6,20,55,4,25,7.5
1047,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,21,21,10,16,20,19.17
1048,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7064,6,5,10,20,17,35,7.25
1049,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,9555,5,24,7,10,18,50,11.67
1050,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7155,6,24,10,35,19,15,8.67
1051,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12192,9,6,8,0,19,0,11.0
1052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7353,5,18,16,45,7,10,14.42
1053,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5054,6,27,7,35,12,10,4.58
1054,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,18485,6,15,17,50,1,30,7.67
1055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,6,6,6,30,18,15,11.75
1056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6144,5,18,8,20,11,20,3.0
1057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2754,1,5,19,5,20,35,1.5
1058,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12327,3,27,15,5,1,35,10.5
1059,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3841,6,5,6,55,9,30,2.58
1060,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,12373,5,18,22,50,4,25,5.58
1061,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10231,5,21,22,0,19,15,21.25
1062,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7318,5,21,9,15,21,0,11.75
1063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,16736,6,3,11,40,7,40,20.0
1064,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6195,9,6,21,50,3,35,5.75
1065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2753,6,6,5,45,7,15,1.5
1066,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3807,3,24,9,30,12,5,2.58
1067,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,20064,3,3,5,25,4,25,47.0
1068,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,5406,6,21,21,5,0,20,3.25
1069,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,10441,1,6,22,0,19,15,21.25
1070,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,8066,6,5,20,25,9,45,13.33
1071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6961,6,27,17,0,19,45,2.75
1072,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,5586,3,21,14,55,17,50,2.92
1073,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7384,1,6,17,40,23,0,5.33
1074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,20800,1,3,11,40,9,0,21.33
1075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13941,12,5,6,30,12,0,5.5
1076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,5198,3,5,8,20,11,20,3.0
1077,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3807,3,18,9,30,12,5,2.58
1078,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,13838,3,3,9,45,22,20,12.58
1079,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,11185,6,24,7,5,9,25,26.33
1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7229,6,21,15,15,18,10,2.92
1081,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10262,12,6,21,50,4,25,6.58
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4384,9,3,19,35,22,5,2.5
1083,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,12819,6,27,13,25,12,35,23.17
1084,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7757,6,5,21,10,10,5,12.92
1085,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7174,4,21,20,30,23,0,26.5
1086,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6674,1,6,11,55,22,30,10.58
1087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2227,5,18,20,5,21,40,1.58
1088,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13014,12,6,19,30,12,35,17.08
1089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3175,3,21,16,55,18,25,1.5
1090,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6565,1,3,9,35,12,20,2.75
1091,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,12681,1,4,18,55,23,35,28.67
1092,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,3687,1,6,7,5,9,20,2.25
1093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3210,6,15,19,35,21,5,1.5
1094,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4778,6,3,20,25,23,5,2.67
1095,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10877,3,6,11,25,19,0,7.58
1096,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,9187,5,24,20,20,10,45,14.42
1097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,6850,3,15,22,0,23,20,25.33
1098,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,14781,12,5,8,25,18,15,9.83
1099,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,13227,6,5,16,45,8,55,16.17
1100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,4668,9,5,7,0,9,40,2.67
1101,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,14178,5,24,6,30,12,0,5.5
1102,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,8066,6,5,17,0,9,45,16.75
1103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,6,5,13,0,15,50,2.83
1104,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,11200,1,6,7,30,19,0,11.5
1105,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,8586,5,18,18,55,4,40,9.75
1106,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13044,12,6,21,10,10,5,12.92
1107,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,8099,3,6,9,15,19,15,10.0
1108,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10262,6,15,17,30,4,25,10.92
1109,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,18275,6,24,17,50,1,30,7.67
1110,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,8475,5,27,6,0,21,0,15.0
1111,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3873,6,4,22,20,0,40,2.33
1112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2227,6,21,21,20,22,50,1.5
1113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,16389,6,3,5,25,19,45,38.33
1114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,5228,3,5,6,10,8,55,2.75
1115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,5092,3,21,11,50,8,55,21.08
1116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4777,9,3,21,20,0,15,2.92
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3383,3,24,5,50,8,40,2.83
1118,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,8452,5,21,7,10,9,5,25.92
1119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3943,5,27,23,30,2,20,2.83
1120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3100,6,24,21,5,22,25,1.33
1121,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,14871,6,3,9,10,1,35,16.42
1122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,8016,6,21,11,10,14,5,2.92
1123,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,11789,12,6,6,0,19,0,13.0
1124,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,10529,5,15,11,40,19,0,7.33
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5615,3,15,5,50,8,40,2.83
1126,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,4649,6,6,15,5,20,20,5.25
1127,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,12723,9,6,5,50,23,15,17.42
1128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,24,6,30,18,15,11.75
1129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,14714,3,6,20,55,19,0,22.08
1130,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,6216,12,6,14,40,17,50,3.17
1131,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4148,3,15,9,35,12,20,2.75
1132,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5647,6,3,6,40,12,0,5.33
1133,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10844,5,15,8,25,18,15,9.83
1134,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6818,9,5,5,5,12,10,7.08
1135,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13643,5,27,10,55,7,40,20.75
1136,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6358,3,27,7,0,21,0,14.0
1137,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,14714,1,6,13,0,19,0,6.0
1138,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,6460,4,21,8,45,13,15,4.5
1139,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,9663,12,5,21,10,12,0,14.83
1140,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,13941,5,21,6,30,10,5,27.58
1141,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,5963,3,27,19,45,19,45,24.0
1142,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,13014,6,15,19,30,12,35,17.08
1143,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,9663,9,5,16,30,9,20,16.83
1144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4423,6,4,13,0,15,50,2.83
1145,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,21219,6,5,11,40,19,0,7.33
1146,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,7503,5,24,18,35,1,30,6.92
1147,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4804,6,24,21,25,0,5,2.67
1148,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,15129,9,5,9,40,12,35,26.92
1149,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0,6197,3,27,7,10,21,20,14.17
1150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3597,5,27,17,45,20,5,2.33
